Timestamp,Value,Type
11:57:13 PM.753,"Temperature: 27.60°C\r\n",received
11:57:13 PM.753,"Cloud Temperature: 27.60\r\n",received
11:57:15 PM.799,"Temperature: 27.60°C\r\n",received
11:57:15 PM.799,"Cloud Temperature: 27.60\r\n",received
11:57:17 PM.850,"Temperature: 27.60°C\r\n",received
11:57:17 PM.850,"Cloud Temperature: 27.60\r\n",received
11:57:19 PM.891,"Temperature: 27.60°C\r\n",received
11:57:19 PM.911,"Cloud Temperature: 27.60\r\n",received
11:57:21 PM.964,"Temperature: 27.60°C\r\n",received
11:57:21 PM.964,"Cloud Temperature: 27.60\r\n",received
11:57:24 PM.10,"Temperature: 27.60°C\r\n",received
11:57:24 PM.10,"Cloud Temperature: 27.60\r\n",received
11:57:26 PM.62,"Temperature: 27.60°C\r\n",received
11:57:26 PM.62,"Cloud Temperature: 27.60\r\n",received
11:57:28 PM.101,"Temperature: 27.60°C\r\n",received
11:57:28 PM.101,"Cloud Temperature: 27.60\r\n",received
11:57:30 PM.148,"Temperature: 27.60°C\r\n",received
11:57:30 PM.148,"Cloud Temperature: 27.60\r\n",received
11:57:32 PM.205,"Temperature: 27.60°C\r\n",received
11:57:32 PM.205,"Cloud Temperature: 27.60\r\n",received
11:57:34 PM.249,"Temperature: 27.60°C\r\n",received
11:57:34 PM.249,"Cloud Temperature: 27.60\r\n",received
11:57:36 PM.295,"Temperature: 27.60°C\r\n",received
11:57:36 PM.295,"Cloud Temperature: 27.60\r\n",received
11:57:38 PM.342,"Temperature: 27.60°C\r\n",received
11:57:38 PM.342,"Cloud Temperature: 27.60\r\n",received
11:57:40 PM.393,"Temperature: 27.60°C\r\n",received
11:57:40 PM.393,"Cloud Temperature: 27.60\r\n",received
11:57:42 PM.458,"Temperature: 27.60°C\r\n",received
11:57:42 PM.458,"Cloud Temperature: 27.60\r\n",received
11:57:44 PM.504,"Temperature: 27.60°C\r\n",received
11:57:44 PM.504,"Cloud Temperature: 27.60\r\n",received
11:57:46 PM.553,"Temperature: 27.60°C\r\n",received
11:57:46 PM.553,"Cloud Temperature: 27.60\r\n",received
11:57:48 PM.600,"Temperature: 27.60°C\r\n",received
11:57:48 PM.600,"Cloud Temperature: 27.60\r\n",received
11:57:50 PM.643,"Temperature: 27.60°C\r\n",received
11:57:50 PM.643,"Cloud Temperature: 27.60\r\n",received
11:57:52 PM.696,"Temperature: 27.60°C\r\n",received
11:57:52 PM.696,"Cloud Temperature: 27.60\r\n",received
11:57:54 PM.746,"Temperature: 27.60°C\r\n",received
11:57:54 PM.746,"Cloud Temperature: 27.60\r\n",received
11:57:56 PM.801,"Temperature: 27.60°C\r\n",received
11:57:56 PM.801,"Cloud Temperature: 27.60\r\n",received
11:57:58 PM.835,"Temperature: 27.60°C\r\n",received
11:57:58 PM.835,"Cloud Temperature: 27.60\r\n",received
11:58:00 PM.889,"Temperature: 27.60°C\r\n",received
11:58:00 PM.889,"Cloud Temperature: 27.60\r\n",received
11:58:02 PM.931,"Temperature: 27.60°C\r\n",received
11:58:02 PM.953,"Cloud Temperature: 27.60\r\n",received
11:58:05 PM.5,"Temperature: 27.60°C\r\n",received
11:58:05 PM.5,"Cloud Temperature: 27.60\r\n",received
11:58:07 PM.56,"Temperature: 27.60°C\r\n",received
11:58:07 PM.56,"Cloud Temperature: 27.60\r\n",received
11:58:09 PM.94,"Temperature: 27.60°C\r\n",received
11:58:09 PM.94,"Cloud Temperature: 27.60\r\n",received
11:58:11 PM.146,"Temperature: 27.60°C\r\n",received
11:58:11 PM.146,"Cloud Temperature: 27.60\r\n",received
11:58:13 PM.199,"Temperature: 27.60°C\r\n",received
11:58:13 PM.199,"Cloud Temperature: 27.60\r\n",received
11:58:15 PM.239,"Temperature: 27.60°C\r\n",received
11:58:15 PM.239,"Cloud Temperature: 27.60\r\n",received
11:58:17 PM.284,"Temperature: 27.60°C\r\n",received
11:58:17 PM.284,"Cloud Temperature: 27.60\r\n",received
11:58:19 PM.335,"Temperature: 27.60°C\r\n",received
11:58:19 PM.335,"Cloud Temperature: 27.60\r\n",received
11:58:21 PM.389,"Temperature: 27.60°C\r\n",received
11:58:21 PM.389,"Cloud Temperature: 27.60\r\n",received
11:58:23 PM.427,"Temperature: 27.60°C\r\n",received
11:58:23 PM.457,"Cloud Temperature: 27.60\r\n",received
11:58:25 PM.506,"Temperature: 27.60°C\r\n",received
11:58:25 PM.506,"Cloud Temperature: 27.60\r\n",received
11:58:27 PM.553,"Temperature: 27.60°C\r\n",received
11:58:27 PM.553,"Cloud Temperature: 27.60\r\n",received
11:58:29 PM.590,"Temperature: 27.60°C\r\n",received
11:58:29 PM.590,"Cloud Temperature: 27.60\r\n",received
11:58:31 PM.637,"Temperature: 27.60°C\r\n",received
11:58:31 PM.637,"Cloud Temperature: 27.60\r\n",received
11:58:33 PM.689,"Temperature: 27.60°C\r\n",received
11:58:33 PM.689,"Cloud Temperature: 27.60\r\n",received
11:58:35 PM.742,"Temperature: 27.60°C\r\n",received
11:58:35 PM.742,"Cloud Temperature: 27.60\r\n",received
11:58:37 PM.780,"Temperature: 27.60°C\r\n",received
11:58:37 PM.780,"Cloud Temperature: 27.60\r\n",received
11:58:39 PM.828,"Temperature: 27.60°C\r\n",received
11:58:39 PM.828,"Cloud Temperature: 27.60\r\n",received
11:58:41 PM.897,"Temperature: 27.60°C\r\n",received
11:58:41 PM.897,"Cloud Temperature: 27.60\r\n",received
11:58:43 PM.945,"Temperature: 27.60°C\r\n",received
11:58:43 PM.945,"Cloud Temperature: 27.60\r\n",received
11:58:45 PM.998,"Temperature: 27.60°C\r\n",received
11:58:45 PM.998,"Cloud Temperature: 27.60\r\n",received
11:58:48 PM.35,"Temperature: 27.60°C\r\n",received
11:58:48 PM.35,"Cloud Temperature: 27.60\r\n",received
11:58:50 PM.92,"Temperature: 27.60°C\r\n",received
11:58:50 PM.92,"Cloud Temperature: 27.60\r\n",received
11:58:52 PM.132,"Temperature: 27.60°C\r\n",received
11:58:52 PM.132,"Cloud Temperature: 27.60\r\n",received
11:58:54 PM.184,"Temperature: 27.60°C\r\n",received
11:58:54 PM.184,"Cloud Temperature: 27.60\r\n",received
11:58:56 PM.234,"Temperature: 27.60°C\r\n",received
11:58:56 PM.234,"Cloud Temperature: 27.60\r\n",received
11:58:58 PM.281,"Temperature: 27.60°C\r\n",received
11:58:58 PM.281,"Cloud Temperature: 27.60\r\n",received
11:59:00 PM.330,"Temperature: 27.60°C\r\n",received
11:59:00 PM.330,"Cloud Temperature: 27.60\r\n",received
11:59:02 PM.384,"Temperature: 27.60°C\r\n",received
11:59:02 PM.384,"Cloud Temperature: 27.60\r\n",received
11:59:04 PM.444,"Temperature: 27.60°C\r\n",received
11:59:04 PM.444,"Cloud Temperature: 27.60\r\n",received
11:59:06 PM.470,"Temperature: 27.60°C\r\n",received
11:59:06 PM.488,"Cloud Temperature: 27.60\r\n",received
11:59:08 PM.544,"Temperature: 27.60°C\r\n",received
11:59:08 PM.544,"Cloud Temperature: 27.60\r\n",received
11:59:10 PM.586,"Temperature: 27.60°C\r\n",received
11:59:10 PM.586,"Cloud Temperature: 27.60\r\n",received
11:59:12 PM.636,"Temperature: 27.60°C\r\n",received
11:59:12 PM.636,"Cloud Temperature: 27.60\r\n",received
11:59:14 PM.685,"Temperature: 27.60°C\r\n",received
11:59:14 PM.685,"Cloud Temperature: 27.60\r\n",received
11:59:16 PM.738,"Temperature: 27.60°C\r\n",received
11:59:16 PM.738,"Cloud Temperature: 27.60\r\n",received
11:59:18 PM.783,"Temperature: 27.60°C\r\n",received
11:59:18 PM.783,"Cloud Temperature: 27.60\r\n",received
11:59:20 PM.910,"Temperature: 27.60°C\r\n",received
11:59:20 PM.910,"Cloud Temperature: 27.60\r\n",received
11:59:22 PM.879,"Temperature: 27.60°C\r\n",received
11:59:22 PM.879,"Cloud Temperature: 27.60\r\n",received
11:59:24 PM.943,"Temperature: 27.60°C\r\n",received
11:59:24 PM.943,"Cloud Temperature: 27.60\r\n",received
11:59:26 PM.982,"Temperature: 27.60°C\r\n",received
11:59:26 PM.982,"Cloud Temperature: 27.60\r\n",received
11:59:29 PM.32,"Temperature: 27.60°C\r\n",received
11:59:29 PM.32,"Cloud Temperature: 27.60\r\n",received
11:59:31 PM.74,"Temperature: 27.60°C\r\n",received
11:59:31 PM.74,"Cloud Temperature: 27.60\r\n",received
11:59:33 PM.130,"Temperature: 27.60°C\r\n",received
11:59:33 PM.130,"Cloud Temperature: 27.60\r\n",received
11:59:35 PM.182,"Temperature: 27.60°C\r\n",received
11:59:35 PM.182,"Cloud Temperature: 27.60\r\n",received
11:59:37 PM.233,"Temperature: 27.60°C\r\n",received
11:59:37 PM.233,"Cloud Temperature: 27.60\r\n",received
11:59:39 PM.271,"Temperature: 27.60°C\r\n",received
11:59:39 PM.271,"Cloud Temperature: 27.60\r\n",received
11:59:41 PM.324,"Temperature: 27.60°C\r\n",received
11:59:41 PM.324,"Cloud Temperature: 27.60\r\n",received
11:59:43 PM.367,"Temperature: 27.60°C\r\n",received
11:59:43 PM.367,"Cloud Temperature: 27.60\r\n",received
11:59:45 PM.415,"Temperature: 27.60°C\r\n",received
11:59:45 PM.415,"Cloud Temperature: 27.60\r\n",received
11:59:47 PM.463,"Temperature: 27.60°C\r\n",received
11:59:47 PM.463,"Cloud Temperature: 27.60\r\n",received
11:59:49 PM.528,"Temperature: 27.60°C\r\n",received
11:59:49 PM.528,"Cloud Temperature: 27.60\r\n",received
11:59:51 PM.583,"Temperature: 27.60°C\r\n",received
11:59:51 PM.583,"Cloud Temperature: 27.60\r\n",received
11:59:53 PM.628,"Temperature: 27.60°C\r\n",received
11:59:53 PM.628,"Cloud Temperature: 27.60\r\n",received
11:59:55 PM.674,"Temperature: 27.60°C\r\n",received
11:59:55 PM.674,"Cloud Temperature: 27.60\r\n",received
11:59:57 PM.729,"Temperature: 27.60°C\r\n",received
11:59:57 PM.729,"Cloud Temperature: 27.60\r\n",received
11:59:59 PM.766,"Temperature: 27.60°C\r\n",received
11:59:59 PM.766,"Cloud Temperature: 27.60\r\n",received
12:00:01 AM.818,"Temperature: 27.60°C\r\n",received
12:00:01 AM.818,"Cloud Temperature: 27.60\r\n",received
12:00:03 AM.872,"Temperature: 27.60°C\r\n",received
12:00:03 AM.872,"Cloud Temperature: 27.60\r\n",received
12:00:05 AM.911,"Temperature: 27.60°C\r\n",received
12:00:05 AM.911,"Cloud Temperature: 27.60\r\n",received
12:00:07 AM.963,"Temperature: 27.60°C\r\n",received
12:00:07 AM.963,"Cloud Temperature: 27.60\r\n",received
12:00:10 AM.10,"Temperature: 27.60°C\r\n",received
12:00:10 AM.10,"Cloud Temperature: 27.60\r\n",received
12:00:12 AM.55,"Temperature: 27.60°C\r\n",received
12:00:12 AM.55,"Cloud Temperature: 27.60\r\n",received
12:00:14 AM.111,"Temperature: 27.60°C\r\n",received
12:00:14 AM.111,"Cloud Temperature: 27.60\r\n",received
12:00:16 AM.163,"Temperature: 27.60°C\r\n",received
12:00:16 AM.163,"Cloud Temperature: 27.60\r\n",received
12:00:18 AM.211,"Temperature: 27.60°C\r\n",received
12:00:18 AM.211,"Cloud Temperature: 27.60\r\n",received
12:00:20 AM.261,"Temperature: 27.60°C\r\n",received
12:00:20 AM.261,"Cloud Temperature: 27.60\r\n",received
12:00:22 AM.308,"Temperature: 27.60°C\r\n",received
12:00:22 AM.308,"Cloud Temperature: 27.60\r\n",received
12:00:24 AM.359,"Temperature: 27.60°C\r\n",received
12:00:24 AM.359,"Cloud Temperature: 27.60\r\n",received
12:00:26 AM.411,"Temperature: 27.60°C\r\n",received
12:00:26 AM.411,"Cloud Temperature: 27.60\r\n",received
12:00:28 AM.463,"Temperature: 27.60°C\r\n",received
12:00:28 AM.463,"Cloud Temperature: 27.60\r\n",received
12:00:30 AM.512,"Temperature: 27.60°C\r\n",received
12:00:30 AM.512,"Cloud Temperature: 27.60\r\n",received
12:00:32 AM.551,"Temperature: 27.60°C\r\n",received
12:00:32 AM.551,"Cloud Temperature: 27.60\r\n",received
12:00:34 AM.602,"Temperature: 27.60°C\r\n",received
12:00:34 AM.602,"Cloud Temperature: 27.60\r\n",received
12:00:36 AM.655,"Temperature: 27.60°C\r\n",received
12:00:36 AM.655,"Cloud Temperature: 27.60\r\n",received
12:00:38 AM.719,"Temperature: 27.60°C\r\n",received
12:00:38 AM.719,"Cloud Temperature: 27.60\r\n",received
12:00:40 AM.770,"Temperature: 27.60°C\r\n",received
12:00:40 AM.770,"Cloud Temperature: 27.60\r\n",received
12:00:42 AM.812,"Temperature: 27.60°C\r\n",received
12:00:42 AM.812,"Cloud Temperature: 27.60\r\n",received
12:00:44 AM.864,"Temperature: 27.60°C\r\n",received
12:00:44 AM.864,"Cloud Temperature: 27.60\r\n",received
12:00:46 AM.900,"Temperature: 27.60°C\r\n",received
12:00:46 AM.900,"Cloud Temperature: 27.60\r\n",received
12:00:48 AM.955,"Temperature: 27.60°C\r\n",received
12:00:48 AM.955,"Cloud Temperature: 27.60\r\n",received
12:00:50 AM.998,"Temperature: 27.60°C\r\n",received
12:00:50 AM.998,"Cloud Temperature: 27.60\r\n",received
12:00:53 AM.45,"Temperature: 27.60°C\r\n",received
12:00:53 AM.45,"Cloud Temperature: 27.60\r\n",received
12:00:55 AM.96,"Temperature: 27.60°C\r\n",received
12:00:55 AM.96,"Cloud Temperature: 27.60\r\n",received
12:00:57 AM.155,"Temperature: 27.60°C\r\n",received
12:00:57 AM.155,"Cloud Temperature: 27.60\r\n",received
12:00:59 AM.197,"Temperature: 27.60°C\r\n",received
12:00:59 AM.197,"Cloud Temperature: 27.60\r\n",received
12:01:01 AM.245,"Temperature: 27.60°C\r\n",received
12:01:01 AM.245,"Cloud Temperature: 27.60\r\n",received
12:01:03 AM.306,"Temperature: 27.60°C\r\n",received
12:01:03 AM.306,"Cloud Temperature: 27.60\r\n",received
12:01:05 AM.359,"Temperature: 27.60°C\r\n",received
12:01:05 AM.359,"Cloud Temperature: 27.60\r\n",received
12:01:07 AM.406,"Temperature: 27.60°C\r\n",received
12:01:07 AM.406,"Cloud Temperature: 27.60\r\n",received
12:01:09 AM.446,"Temperature: 27.60°C\r\n",received
12:01:09 AM.446,"Cloud Temperature: 27.60\r\n",received
12:01:11 AM.501,"Temperature: 27.60°C\r\n",received
12:01:11 AM.501,"Cloud Temperature: 27.60\r\n",received
12:01:13 AM.538,"Temperature: 27.60°C\r\n",received
12:01:13 AM.538,"Cloud Temperature: 27.60\r\n",received
12:01:15 AM.588,"Temperature: 27.60°C\r\n",received
12:01:15 AM.588,"Cloud Temperature: 27.60\r\n",received
12:01:17 AM.635,"Temperature: 27.60°C\r\n",received
12:01:17 AM.635,"Cloud Temperature: 27.60\r\n",received
12:01:19 AM.691,"Temperature: 27.60°C\r\n",received
12:01:19 AM.691,"Cloud Temperature: 27.60\r\n",received
12:01:21 AM.738,"Temperature: 27.60°C\r\n",received
12:01:21 AM.738,"Cloud Temperature: 27.60\r\n",received
12:01:23 AM.786,"Temperature: 27.60°C\r\n",received
12:01:23 AM.786,"Cloud Temperature: 27.60\r\n",received
12:01:25 AM.827,"Temperature: 27.60°C\r\n",received
12:01:25 AM.852,"Cloud Temperature: 27.60\r\n",received
12:01:27 AM.892,"Temperature: 27.60°C\r\n",received
12:01:27 AM.892,"Cloud Temperature: 27.60\r\n",received
12:01:29 AM.952,"Temperature: 27.60°C\r\n",received
12:01:29 AM.952,"Cloud Temperature: 27.60\r\n",received
12:01:31 AM.989,"Temperature: 27.60°C\r\n",received
12:01:31 AM.989,"Cloud Temperature: 27.60\r\n",received
12:01:34 AM.39,"Temperature: 27.60°C\r\n",received
12:01:34 AM.39,"Cloud Temperature: 27.60\r\n",received
12:01:36 AM.97,"Temperature: 27.60°C\r\n",received
12:01:36 AM.97,"Cloud Temperature: 27.60\r\n",received
12:01:38 AM.141,"Temperature: 27.60°C\r\n",received
12:01:38 AM.141,"Cloud Temperature: 27.60\r\n",received
12:01:40 AM.190,"Temperature: 27.60°C\r\n",received
12:01:40 AM.190,"Cloud Temperature: 27.60\r\n",received
12:01:42 AM.231,"Temperature: 27.60°C\r\n",received
12:01:42 AM.231,"Cloud Temperature: 27.60\r\n",received
12:01:44 AM.279,"Temperature: 27.60°C\r\n",received
12:01:44 AM.279,"Cloud Temperature: 27.60\r\n",received
12:01:46 AM.334,"Temperature: 27.60°C\r\n",received
12:01:46 AM.334,"Cloud Temperature: 27.60\r\n",received
12:01:48 AM.388,"Temperature: 27.60°C\r\n",received
12:01:48 AM.388,"Cloud Temperature: 27.60\r\n",received
12:01:50 AM.444,"Temperature: 27.60°C\r\n",received
12:01:50 AM.444,"Cloud Temperature: 27.60\r\n",received
12:01:52 AM.495,"Temperature: 27.60°C\r\n",received
12:01:52 AM.495,"Cloud Temperature: 27.60\r\n",received
12:01:54 AM.545,"Temperature: 27.60°C\r\n",received
12:01:54 AM.545,"Cloud Temperature: 27.60\r\n",received
12:01:56 AM.580,"Temperature: 27.60°C\r\n",received
12:01:56 AM.580,"Cloud Temperature: 27.60\r\n",received
12:01:58 AM.617,"Temperature: 27.60°C\r\n",received
12:01:58 AM.637,"Cloud Temperature: 27.60\r\n",received
12:02:00 AM.681,"Temperature: 27.60°C\r\n",received
12:02:00 AM.681,"Cloud Temperature: 27.60\r\n",received
12:02:02 AM.725,"Temperature: 27.60°C\r\n",received
12:02:02 AM.725,"Cloud Temperature: 27.60\r\n",received
12:02:04 AM.776,"Temperature: 27.60°C\r\n",received
12:02:04 AM.776,"Cloud Temperature: 27.60\r\n",received
12:02:06 AM.819,"Temperature: 27.60°C\r\n",received
12:02:06 AM.819,"Cloud Temperature: 27.60\r\n",received
12:02:08 AM.871,"Temperature: 27.60°C\r\n",received
12:02:08 AM.871,"Cloud Temperature: 27.60\r\n",received
12:02:10 AM.915,"Temperature: 27.60°C\r\n",received
12:02:10 AM.940,"Cloud Temperature: 27.60\r\n",received
12:02:12 AM.986,"Temperature: 27.60°C\r\n",received
12:02:12 AM.986,"Cloud Temperature: 27.60\r\n",received
12:02:15 AM.31,"Temperature: 27.60°C\r\n",received
12:02:15 AM.31,"Cloud Temperature: 27.60\r\n",received
12:02:17 AM.88,"Temperature: 27.50°C\r\n",received
12:02:17 AM.88,"Cloud Temperature: 27.50\r\n",received
12:02:19 AM.135,"Temperature: 27.50°C\r\n",received
12:02:19 AM.135,"Cloud Temperature: 27.50\r\n",received
12:02:21 AM.183,"Temperature: 27.50°C\r\n",received
12:02:21 AM.183,"Cloud Temperature: 27.50\r\n",received
12:02:23 AM.232,"Temperature: 27.50°C\r\n",received
12:02:23 AM.232,"Cloud Temperature: 27.50\r\n",received
12:02:25 AM.271,"Temperature: 27.50°C\r\n",received
12:02:25 AM.271,"Cloud Temperature: 27.50\r\n",received
12:02:27 AM.320,"Temperature: 27.50°C\r\n",received
12:02:27 AM.320,"Cloud Temperature: 27.50\r\n",received
12:02:29 AM.374,"Temperature: 27.50°C\r\n",received
12:02:29 AM.374,"Cloud Temperature: 27.50\r\n",received
12:02:31 AM.421,"Temperature: 27.50°C\r\n",received
12:02:31 AM.421,"Cloud Temperature: 27.50\r\n",received
12:02:33 AM.476,"Temperature: 27.50°C\r\n",received
12:02:33 AM.476,"Cloud Temperature: 27.50\r\n",received
12:02:35 AM.531,"Temperature: 27.50°C\r\n",received
12:02:35 AM.531,"Cloud Temperature: 27.50\r\n",received
12:02:37 AM.585,"Temperature: 27.50°C\r\n",received
12:02:37 AM.585,"Cloud Temperature: 27.50\r\n",received
12:02:39 AM.623,"Temperature: 27.50°C\r\n",received
12:02:39 AM.623,"Cloud Temperature: 27.50\r\n",received
12:02:41 AM.681,"Temperature: 27.50°C\r\n",received
12:02:41 AM.681,"Cloud Temperature: 27.50\r\n",received
12:02:43 AM.730,"Temperature: 27.50°C\r\n",received
12:02:43 AM.730,"Cloud Temperature: 27.50\r\n",received
12:02:45 AM.772,"Temperature: 27.40°C\r\n",received
12:02:45 AM.772,"Cloud Temperature: 27.40\r\n",received
12:02:47 AM.810,"Temperature: 27.50°C\r\n",received
12:02:47 AM.810,"Cloud Temperature: 27.50\r\n",received
12:02:49 AM.886,"Temperature: 27.40°C\r\n",received
12:02:49 AM.886,"Cloud Temperature: 27.40\r\n",received
12:02:51 AM.923,"Temperature: 27.40°C\r\n",received
12:02:51 AM.923,"Cloud Temperature: 27.40\r\n",received
12:02:53 AM.982,"Temperature: 27.40°C\r\n",received
12:02:53 AM.982,"Cloud Temperature: 27.40\r\n",received
12:02:56 AM.21,"Temperature: 27.40°C\r\n",received
12:02:56 AM.21,"Cloud Temperature: 27.40\r\n",received
12:02:58 AM.73,"Temperature: 27.40°C\r\n",received
12:02:58 AM.73,"Cloud Temperature: 27.40\r\n",received
12:03:00 AM.134,"Temperature: 27.40°C\r\n",received
12:03:00 AM.134,"Cloud Temperature: 27.40\r\n",received
12:03:02 AM.163,"Temperature: 27.40°C\r\n",received
12:03:02 AM.163,"Cloud Temperature: 27.40\r\n",received
12:03:04 AM.211,"Temperature: 27.40°C\r\n",received
12:03:04 AM.239,"Cloud Temperature: 27.40\r\n",received
12:03:06 AM.283,"Temperature: 27.40°C\r\n",received
12:03:06 AM.283,"Cloud Temperature: 27.40\r\n",received
12:03:08 AM.330,"Temperature: 27.40°C\r\n",received
12:03:08 AM.330,"Cloud Temperature: 27.40\r\n",received
12:03:10 AM.377,"Temperature: 27.40°C\r\n",received
12:03:10 AM.377,"Cloud Temperature: 27.40\r\n",received
12:03:12 AM.425,"Temperature: 27.40°C\r\n",received
12:03:12 AM.425,"Cloud Temperature: 27.40\r\n",received
12:03:14 AM.470,"Temperature: 27.40°C\r\n",received
12:03:14 AM.470,"Cloud Temperature: 27.40\r\n",received
12:03:16 AM.520,"Temperature: 27.40°C\r\n",received
12:03:16 AM.520,"Cloud Temperature: 27.40\r\n",received
12:03:18 AM.578,"Temperature: 27.40°C\r\n",received
12:03:18 AM.578,"Cloud Temperature: 27.40\r\n",received
12:03:20 AM.620,"Temperature: 27.40°C\r\n",received
12:03:20 AM.620,"Cloud Temperature: 27.40\r\n",received
12:03:22 AM.673,"Temperature: 27.40°C\r\n",received
12:03:22 AM.673,"Cloud Temperature: 27.40\r\n",received
12:03:24 AM.711,"Temperature: 27.40°C\r\n",received
12:03:24 AM.711,"Cloud Temperature: 27.40\r\n",received
12:03:26 AM.768,"Temperature: 27.40°C\r\n",received
12:03:26 AM.768,"Cloud Temperature: 27.40\r\n",received
12:03:28 AM.803,"Temperature: 27.30°C\r\n",received
12:03:28 AM.803,"Cloud Temperature: 27.30\r\n",received
12:03:30 AM.880,"Temperature: 27.40°C\r\n",received
12:03:30 AM.880,"Cloud Temperature: 27.40\r\n",received
12:03:32 AM.929,"Temperature: 27.30°C\r\n",received
12:03:32 AM.929,"Cloud Temperature: 27.30\r\n",received
12:03:34 AM.967,"Temperature: 27.30°C\r\n",received
12:03:34 AM.967,"Cloud Temperature: 27.30\r\n",received
12:03:37 AM.18,"Temperature: 27.30°C\r\n",received
12:03:37 AM.18,"Cloud Temperature: 27.30\r\n",received
12:03:39 AM.64,"Temperature: 27.30°C\r\n",received
12:03:39 AM.64,"Cloud Temperature: 27.30\r\n",received
12:03:41 AM.107,"Temperature: 27.30°C\r\n",received
12:03:41 AM.107,"Cloud Temperature: 27.30\r\n",received
12:03:43 AM.156,"Temperature: 27.30°C\r\n",received
12:03:43 AM.173,"Cloud Temperature: 27.30\r\n",received
12:03:45 AM.233,"Temperature: 27.30°C\r\n",received
12:03:45 AM.233,"Cloud Temperature: 27.30\r\n",received
12:03:47 AM.268,"Temperature: 27.30°C\r\n",received
12:03:47 AM.268,"Cloud Temperature: 27.30\r\n",received
12:03:49 AM.317,"Temperature: 27.30°C\r\n",received
12:03:49 AM.317,"Cloud Temperature: 27.30\r\n",received
12:03:51 AM.363,"Temperature: 27.30°C\r\n",received
12:03:51 AM.363,"Cloud Temperature: 27.30\r\n",received
12:03:53 AM.424,"Temperature: 27.30°C\r\n",received
12:03:53 AM.424,"Cloud Temperature: 27.30\r\n",received
12:03:55 AM.465,"Temperature: 27.30°C\r\n",received
12:03:55 AM.465,"Cloud Temperature: 27.30\r\n",received
12:03:57 AM.516,"Temperature: 27.30°C\r\n",received
12:03:57 AM.516,"Cloud Temperature: 27.30\r\n",received
12:03:59 AM.562,"Temperature: 27.20°C\r\n",received
12:03:59 AM.562,"Cloud Temperature: 27.20\r\n",received
12:04:01 AM.631,"Temperature: 27.30°C\r\n",received
12:04:01 AM.631,"Cloud Temperature: 27.30\r\n",received
12:04:03 AM.670,"Temperature: 27.20°C\r\n",received
12:04:03 AM.670,"Cloud Temperature: 27.20\r\n",received
12:04:05 AM.727,"Temperature: 27.20°C\r\n",received
12:04:05 AM.727,"Cloud Temperature: 27.20\r\n",received
12:04:07 AM.769,"Temperature: 27.30°C\r\n",received
12:04:07 AM.769,"Cloud Temperature: 27.30\r\n",received
12:04:09 AM.831,"Temperature: 27.30°C\r\n",received
12:04:09 AM.831,"Cloud Temperature: 27.30\r\n",received
12:04:11 AM.880,"Temperature: 27.30°C\r\n",received
12:04:11 AM.880,"Cloud Temperature: 27.30\r\n",received
12:04:13 AM.936,"Temperature: 27.30°C\r\n",received
12:04:13 AM.936,"Cloud Temperature: 27.30\r\n",received
12:04:15 AM.983,"Temperature: 27.30°C\r\n",received
12:04:15 AM.983,"Cloud Temperature: 27.30\r\n",received
12:04:18 AM.22,"Temperature: 27.30°C\r\n",received
12:04:18 AM.22,"Cloud Temperature: 27.30\r\n",received
12:04:20 AM.79,"Temperature: 27.30°C\r\n",received
12:04:20 AM.79,"Cloud Temperature: 27.30\r\n",received
12:04:22 AM.121,"Temperature: 27.30°C\r\n",received
12:04:22 AM.121,"Cloud Temperature: 27.30\r\n",received
12:04:24 AM.164,"Temperature: 27.30°C\r\n",received
12:04:24 AM.164,"Cloud Temperature: 27.30\r\n",received
12:04:26 AM.225,"Temperature: 27.30°C\r\n",received
12:04:26 AM.225,"Cloud Temperature: 27.30\r\n",received
12:04:28 AM.273,"Temperature: 27.30°C\r\n",received
12:04:28 AM.273,"Cloud Temperature: 27.30\r\n",received
12:04:30 AM.315,"Temperature: 27.20°C\r\n",received
12:04:30 AM.315,"Cloud Temperature: 27.20\r\n",received
12:04:32 AM.383,"Temperature: 27.30°C\r\n",received
12:04:32 AM.383,"Cloud Temperature: 27.30\r\n",received
12:04:34 AM.432,"Temperature: 27.30°C\r\n",received
12:04:34 AM.432,"Cloud Temperature: 27.30\r\n",received
12:04:36 AM.474,"Temperature: 27.30°C\r\n",received
12:04:36 AM.474,"Cloud Temperature: 27.30\r\n",received
12:04:38 AM.526,"Temperature: 27.30°C\r\n",received
12:04:38 AM.526,"Cloud Temperature: 27.30\r\n",received
12:04:40 AM.574,"Temperature: 27.30°C\r\n",received
12:04:40 AM.574,"Cloud Temperature: 27.30\r\n",received
12:04:42 AM.625,"Temperature: 27.30°C\r\n",received
12:04:42 AM.625,"Cloud Temperature: 27.30\r\n",received
12:04:44 AM.661,"Temperature: 27.20°C\r\n",received
12:04:44 AM.661,"Cloud Temperature: 27.20\r\n",received
12:04:46 AM.733,"Temperature: 27.20°C\r\n",received
12:04:46 AM.733,"Cloud Temperature: 27.20\r\n",received
12:04:48 AM.779,"Temperature: 27.20°C\r\n",received
12:04:48 AM.779,"Cloud Temperature: 27.20\r\n",received
12:04:50 AM.821,"Temperature: 27.20°C\r\n",received
12:04:50 AM.821,"Cloud Temperature: 27.20\r\n",received
12:04:52 AM.873,"Temperature: 27.20°C\r\n",received
12:04:52 AM.873,"Cloud Temperature: 27.20\r\n",received
12:04:54 AM.926,"Temperature: 27.20°C\r\n",received
