created_at,entry_id,field1,latitude,longitude,elevation,status
2024-12-21T06:21:19+00:00,1,27.40,,,,
2024-12-21T06:21:35+00:00,2,27.10,,,,
2024-12-21T06:21:50+00:00,3,27.10,,,,
2024-12-21T06:22:07+00:00,4,27.10,,,,
2024-12-21T06:22:22+00:00,5,27.10,,,,
2024-12-21T06:22:38+00:00,6,27.10,,,,
2024-12-21T06:22:54+00:00,7,27.20,,,,
2024-12-21T06:23:10+00:00,8,27.30,,,,
2024-12-21T06:23:25+00:00,9,27.30,,,,
2024-12-21T06:23:41+00:00,10,27.30,,,,
2024-12-21T06:23:56+00:00,11,27.30,,,,
2024-12-21T06:24:12+00:00,12,27.30,,,,
2024-12-21T06:24:28+00:00,13,27.20,,,,
2024-12-21T06:24:44+00:00,14,27.20,,,,
2024-12-21T06:24:59+00:00,15,27.20,,,,
2024-12-21T06:25:15+00:00,16,27.20,,,,
2024-12-21T06:25:32+00:00,17,27.20,,,,
2024-12-21T06:25:47+00:00,18,27.20,,,,
2024-12-21T06:26:02+00:00,19,27.30,,,,
2024-12-21T06:26:17+00:00,20,27.30,,,,
2024-12-21T06:26:33+00:00,21,27.30,,,,
2024-12-21T06:26:48+00:00,22,27.30,,,,
2024-12-21T06:27:04+00:00,23,27.40,,,,
2024-12-21T06:27:19+00:00,24,27.40,,,,
2024-12-21T06:27:34+00:00,25,27.40,,,,
2024-12-21T06:27:50+00:00,26,27.50,,,,
2024-12-21T06:28:05+00:00,27,27.40,,,,
2024-12-21T06:28:21+00:00,28,27.50,,,,
2024-12-21T06:28:36+00:00,29,27.60,,,,
2024-12-21T06:28:52+00:00,30,27.60,,,,
2024-12-21T06:29:08+00:00,31,27.60,,,,
2024-12-21T06:29:24+00:00,32,27.60,,,,
2024-12-21T06:29:39+00:00,33,27.60,,,,
2024-12-21T06:29:55+00:00,34,27.60,,,,
2024-12-21T06:30:10+00:00,35,27.60,,,,
2024-12-21T06:30:25+00:00,36,27.60,,,,
2024-12-21T06:30:41+00:00,37,27.60,,,,
2024-12-21T06:30:58+00:00,38,27.60,,,,
2024-12-21T06:31:13+00:00,39,27.60,,,,
2025-01-06T16:46:17+00:00,40,27.40,,,,
2025-01-06T16:46:33+00:00,41,27.10,,,,
2025-01-06T16:46:48+00:00,42,27.10,,,,
2025-01-06T16:47:04+00:00,43,27.20,,,,
2025-01-06T16:47:19+00:00,44,27.20,,,,
2025-01-06T16:47:34+00:00,45,27.30,,,,
2025-01-06T16:47:50+00:00,46,27.40,,,,
2025-01-06T16:48:05+00:00,47,27.30,,,,
2025-01-06T16:48:21+00:00,48,27.20,,,,
2025-01-06T16:48:36+00:00,49,27.20,,,,
2025-01-06T16:48:51+00:00,50,27.20,,,,
2025-01-06T16:49:06+00:00,51,27.20,,,,
2025-01-06T16:49:22+00:00,52,27.30,,,,
2025-01-06T16:49:37+00:00,53,27.30,,,,
2025-01-06T16:49:52+00:00,54,27.30,,,,
2025-01-06T16:50:07+00:00,55,27.40,,,,
2025-01-06T16:50:23+00:00,56,27.40,,,,
2025-01-06T16:50:38+00:00,57,27.50,,,,
2025-01-06T16:50:54+00:00,58,27.60,,,,
2025-01-06T16:51:09+00:00,59,27.60,,,,
2025-01-06T16:51:24+00:00,60,27.60,,,,
2025-01-06T16:51:39+00:00,61,27.60,,,,
2025-01-06T16:51:55+00:00,62,27.60,,,,
2025-01-06T16:52:10+00:00,63,27.60,,,,
2025-01-06T16:52:26+00:00,64,27.60,,,,
2025-01-06T16:52:41+00:00,65,27.60,,,,
2025-01-06T16:52:56+00:00,66,27.60,,,,
2025-01-06T16:53:11+00:00,67,27.60,,,,
2025-01-06T16:53:26+00:00,68,27.60,,,,
2025-01-06T16:53:42+00:00,69,27.60,,,,
2025-01-06T16:53:57+00:00,70,27.60,,,,
2025-01-06T16:54:13+00:00,71,27.60,,,,
2025-01-06T16:54:28+00:00,72,27.60,,,,
2025-01-06T16:54:44+00:00,73,27.60,,,,
2025-01-06T16:54:59+00:00,74,27.60,,,,
2025-01-06T16:55:15+00:00,75,27.60,,,,
2025-01-06T16:55:30+00:00,76,27.50,,,,
2025-01-06T16:55:45+00:00,77,27.50,,,,
2025-01-06T16:56:01+00:00,78,27.40,,,,
2025-01-06T16:56:16+00:00,79,27.40,,,,
2025-01-06T16:56:32+00:00,80,27.30,,,,
2025-01-06T16:56:47+00:00,81,27.30,,,,
2025-01-06T16:57:02+00:00,82,27.30,,,,
2025-01-06T16:57:18+00:00,83,27.20,,,,
2025-01-06T16:57:33+00:00,84,27.20,,,,
2025-01-06T16:57:48+00:00,85,27.20,,,,
2025-01-06T16:58:03+00:00,86,27.30,,,,
2025-01-06T16:58:18+00:00,87,27.20,,,,
2025-01-06T16:58:33+00:00,88,27.20,,,,
2025-01-06T16:58:49+00:00,89,27.20,,,,
2025-01-06T16:59:04+00:00,90,27.20,,,,
2025-01-06T16:59:19+00:00,91,27.20,,,,
2025-01-06T16:59:35+00:00,92,27.20,,,,
2025-01-06T16:59:50+00:00,93,27.20,,,,
2025-01-06T17:00:06+00:00,94,27.20,,,,
2025-01-06T17:00:21+00:00,95,27.20,,,,
2025-01-06T17:00:36+00:00,96,27.30,,,,
2025-01-06T17:00:51+00:00,97,27.30,,,,
2025-01-06T17:01:06+00:00,98,27.20,,,,
2025-01-06T17:01:21+00:00,99,27.20,,,,
2025-01-06T17:01:37+00:00,100,27.20,,,,
2025-01-06T17:01:52+00:00,101,27.20,,,,
2025-01-06T17:02:07+00:00,102,27.20,,,,
2025-01-06T17:02:23+00:00,103,27.20,,,,
2025-01-06T17:02:39+00:00,104,27.20,,,,
