created_at,entry_id,field1,latitude,longitude,elevation,status
2025-01-06T17:02:54+00:00,105,27.10,,,,
2025-01-06T17:03:09+00:00,106,27.10,,,,
2025-01-06T17:03:25+00:00,107,27.10,,,,
2025-01-06T17:03:40+00:00,108,27.10,,,,
2025-01-06T17:03:55+00:00,109,27.10,,,,
2025-01-06T17:04:11+00:00,110,27.10,,,,
2025-01-06T17:04:26+00:00,111,27.10,,,,
2025-01-06T17:04:42+00:00,112,27.10,,,,
2025-01-06T17:04:57+00:00,113,27.10,,,,
2025-01-06T17:05:12+00:00,114,27.10,,,,
2025-01-06T17:05:28+00:00,115,27.10,,,,
2025-01-06T17:05:43+00:00,116,27.10,,,,
2025-01-06T17:05:58+00:00,117,27.10,,,,
2025-01-06T17:06:13+00:00,118,27.10,,,,
2025-01-06T17:06:28+00:00,119,27.10,,,,
2025-01-06T17:06:43+00:00,120,27.10,,,,
2025-01-06T17:06:59+00:00,121,27.10,,,,
2025-01-06T17:07:14+00:00,122,27.10,,,,
2025-01-06T17:07:30+00:00,123,27.10,,,,
